,Escola,sexo,idade,endereco,tamfamilia,paisjuntos,EducacaoMae,EducacaoPai,TrabMae,TrabPai,razoes,responsavel,deslocamento,TempoDeEstudo,reprovacoes,ApoioEscolar,ApoioFamiliar,AulasParticulares,AtividadeExtra,Creche,Graduacao,internet,namoro,relacionamentoFamiliar,TempoLivre,PasseiosComAmigos,ConsumoT,ConsumoFS,saude,faltas,nota1,nota2,Nota Final
90,Escola1,F,16,U,GT3,T,3,3,outro,outro,proximidade,mae,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,4,2,9,11,11
91,Escola1,F,15,U,GT3,T,4,3,servicos,outro,reputacao,mae,1,1,0,no,no,no,yes,yes,yes,yes,no,4,5,5,1,3,1,6,14,13,13
92,Escola1,F,16,U,LE3,T,3,1,outro,outro,proximidade,pai,1,2,0,yes,yes,no,no,yes,yes,no,no,3,3,3,2,3,2,0,12,13,12
93,Escola1,F,16,U,GT3,T,4,2,professor,servicos,proximidade,mae,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,1,2,13,14,14
94,Escola1,M,15,U,LE3,T,2,2,servicos,saude,reputacao,mae,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,1,4,2,11,12,12
95,Escola1,F,15,R,GT3,T,1,1,em_casa,outro,proximidade,mae,2,4,0,yes,yes,yes,yes,yes,yes,yes,no,3,1,2,1,1,1,4,13,13,13
96,Escola1,M,16,R,GT3,T,4,3,servicos,outro,reputacao,mae,2,1,0,yes,yes,yes,yes,no,yes,yes,no,3,3,3,1,1,4,6,9,11,11
97,Escola1,F,16,U,GT3,T,2,1,outro,outro,curso preferido,mae,1,2,0,no,yes,no,no,yes,yes,no,yes,4,3,5,1,1,5,0,13,12,12
98,Escola1,F,16,U,GT3,T,4,4,outro,outro,reputacao,mae,1,1,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,2,1,4,12,13,13
99,Escola1,F,16,U,GT3,T,4,3,outro,em_casa,curso preferido,mae,1,3,0,yes,yes,no,no,yes,yes,yes,no,5,3,5,1,1,3,2,12,13,13
100,Escola1,M,16,U,GT3,T,4,4,servicos,servicos,outro,mae,1,1,0,yes,yes,no,yes,yes,yes,yes,no,4,5,5,5,5,4,12,9,9,8
101,Escola1,M,16,U,GT3,T,4,4,servicos,professor,outro,pai,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,1,4,0,16,16,16
102,Escola1,M,15,U,GT3,T,4,4,servicos,outro,curso preferido,mae,1,1,0,no,yes,yes,yes,no,yes,yes,no,5,3,3,1,1,5,2,12,13,12
103,Escola1,F,15,U,GT3,T,3,2,servicos,outro,proximidade,mae,2,2,0,yes,yes,no,no,yes,yes,yes,no,4,3,5,1,1,2,16,11,10,10
104,Escola1,M,15,U,GT3,A,3,4,servicos,outro,curso preferido,mae,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,1,1,0,16,16,16
105,Escola1,F,15,U,GT3,A,3,3,outro,saude,reputacao,pai,1,4,0,yes,no,no,no,yes,yes,no,no,4,3,3,1,1,4,10,10,10,10
106,Escola1,F,15,U,GT3,T,2,2,outro,outro,curso preferido,mae,1,4,0,yes,yes,no,no,yes,yes,yes,no,5,1,2,1,1,3,4,10,10,10
107,Escola1,M,16,U,GT3,T,3,3,servicos,outro,proximidade,pai,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,4,13,14,14
108,Escola1,M,15,R,GT3,T,4,4,outro,outro,proximidade,pai,4,4,0,no,yes,no,yes,yes,yes,yes,yes,1,3,5,3,5,1,8,12,10,11
109,Escola1,F,16,U,LE3,T,4,4,saude,saude,outro,mae,1,3,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,1,4,2,15,15,14
110,Escola1,M,15,U,LE3,A,4,4,professor,professor,curso preferido,mae,1,1,0,no,no,no,yes,yes,yes,yes,no,5,5,3,1,1,4,4,13,14,14
111,Escola1,F,16,R,GT3,T,3,3,servicos,outro,reputacao,pai,1,3,0,yes,yes,no,yes,yes,yes,yes,no,4,1,2,1,1,2,4,11,11,11
112,Escola1,F,16,U,GT3,T,2,2,em_casa,outro,proximidade,mae,1,2,1,yes,no,no,yes,yes,yes,yes,no,3,1,2,1,1,5,12,8,10,10
113,Escola1,M,15,U,LE3,T,4,2,professor,outro,curso preferido,mae,1,1,0,no,no,no,no,yes,yes,yes,no,3,5,2,1,1,3,10,18,17,18
114,Escola1,M,15,R,GT3,T,2,1,saude,servicos,reputacao,mae,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,2,1,1,5,4,10,9,10
115,Escola1,M,16,U,GT3,T,4,4,professor,professor,curso preferido,pai,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,5,6,16,14,14
116,Escola1,M,15,U,GT3,T,4,4,outro,professor,reputacao,pai,2,2,0,no,yes,no,yes,yes,yes,no,no,4,4,3,1,1,2,4,16,15,16
117,Escola1,M,16,U,GT3,T,3,3,outro,servicos,proximidade,pai,2,1,0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,1,5,6,14,14,15
118,Escola1,M,17,R,GT3,T,1,3,outro,outro,curso preferido,pai,3,2,1,no,yes,no,yes,yes,yes,yes,no,5,2,4,1,4,5,14,12,11,11
119,Escola1,M,15,U,GT3,T,3,4,outro,outro,reputacao,pai,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,3,1,2,4,2,14,13,14
120,Escola1,F,15,U,GT3,T,1,2,em_casa,servicos,curso preferido,mae,1,2,0,no,no,no,no,no,yes,yes,no,3,2,3,1,2,1,0,14,14,14
121,Escola1,M,15,U,GT3,T,2,2,servicos,servicos,proximidade,pai,1,4,0,no,yes,no,yes,yes,yes,yes,no,5,5,4,1,2,5,6,14,13,13
122,Escola1,F,16,U,LE3,T,2,4,outro,saude,curso preferido,pai,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,2,2,1,2,5,2,14,12,13
123,Escola1,M,16,U,GT3,T,4,4,saude,outro,curso preferido,mae,1,1,0,no,yes,no,yes,yes,yes,yes,no,3,4,4,1,4,5,4,12,13,13
124,Escola1,F,16,U,GT3,T,2,2,outro,outro,proximidade,mae,1,2,0,no,no,no,no,yes,yes,yes,yes,5,4,4,1,1,5,0,12,11,11
125,Escola1,M,15,U,GT3,T,3,4,servicos,servicos,proximidade,pai,1,1,0,yes,no,no,no,yes,yes,yes,no,5,5,5,3,2,5,2,9,9,9
126,Escola1,F,15,U,LE3,A,3,4,outro,outro,proximidade,mae,1,2,0,yes,no,no,yes,yes,yes,yes,yes,5,3,2,1,1,1,0,10,11,11
127,Escola1,F,19,U,GT3,T,0,1,em_casa,outro,curso preferido,outro,1,2,2,no,yes,no,no,no,no,no,no,3,4,2,1,1,5,0,9,10,11
128,Escola1,M,16,R,GT3,T,4,4,professor,professor,curso preferido,mae,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,2,5,4,8,14,14,15
129,Escola1,M,16,U,GT3,T,2,3,outro,outro,curso preferido,mae,2,3,0,no,yes,no,no,no,yes,yes,yes,3,2,3,2,2,1,4,13,12,13
130,Escola1,F,15,R,GT3,T,3,4,servicos,professor,curso preferido,pai,2,3,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0,10,11,12
131,Escola1,F,18,U,GT3,T,2,1,servicos,outro,reputacao,mae,1,2,3,no,yes,no,yes,yes,no,yes,yes,5,4,5,1,3,5,10,10,9,8
132,Escola1,F,17,U,LE3,A,2,1,outro,outro,curso preferido,mae,3,1,0,no,yes,no,no,yes,yes,yes,no,3,2,2,1,2,5,8,11,10,11
133,Escola1,F,15,U,GT3,T,1,1,em_casa,outro,curso preferido,mae,3,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,1,2,4,6,11,12,13
134,Escola1,F,17,U,LE3,T,2,2,outro,outro,curso preferido,pai,1,1,0,no,yes,no,no,yes,yes,yes,yes,3,4,4,1,3,5,2,13,12,12
135,Escola1,F,16,U,GT3,A,3,4,servicos,outro,curso preferido,pai,1,1,0,no,no,no,no,yes,yes,yes,no,3,2,1,1,4,5,12,15,13,14
136,Escola1,M,16,U,GT3,T,2,1,em_casa,outro,curso preferido,mae,4,1,0,no,no,no,no,yes,yes,no,no,3,2,1,1,1,2,4,9,9,11
137,Escola1,F,16,U,GT3,A,2,2,outro,outro,proximidade,mae,1,1,1,no,no,no,no,yes,yes,no,no,5,3,4,1,1,5,12,13,11,11
138,Escola1,M,15,R,GT3,T,3,4,em_casa,professor,curso preferido,mae,4,2,0,no,yes,no,no,yes,yes,no,yes,5,3,3,1,1,5,2,12,11,11
139,Escola1,F,15,U,GT3,T,4,4,servicos,em_casa,curso preferido,mae,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,5,4,13,14,15
140,Escola1,M,17,R,GT3,T,3,4,em_casa,outro,curso preferido,mae,3,2,0,no,no,no,no,yes,yes,no,no,5,4,5,2,4,5,2,10,9,10
141,Escola1,F,16,R,GT3,T,1,1,em_casa,outro,curso preferido,mae,4,2,0,no,yes,no,no,yes,yes,no,no,5,1,3,1,1,3,0,14,13,13
142,Escola1,M,18,U,LE3,T,3,1,servicos,servicos,curso preferido,mae,2,1,0,no,no,no,yes,yes,yes,yes,yes,3,3,4,4,5,4,2,11,11,12
143,Escola1,F,18,U,GT3,A,3,2,outro,servicos,curso preferido,outro,1,3,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,5,1,5,10,12,11,11
144,Escola1,F,16,R,GT3,T,1,1,outro,servicos,reputacao,mae,2,1,0,no,yes,no,yes,yes,yes,no,yes,3,3,3,1,2,1,8,12,11,11
145,Escola1,F,16,U,GT3,A,3,3,outro,outro,curso preferido,outro,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,1,5,4,9,9,10
146,Escola1,M,16,U,LE3,T,1,1,servicos,outro,curso preferido,mae,1,2,2,no,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,0,10,10,10
147,Escola1,F,15,U,GT3,T,4,4,professor,professor,curso preferido,mae,2,1,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,6,13,14,14
148,Escola1,F,15,R,GT3,T,1,1,outro,outro,curso preferido,mae,3,1,1,no,no,no,yes,yes,yes,yes,yes,5,5,5,1,1,1,2,8,9,9
149,Escola1,M,15,U,GT3,T,4,3,professor,servicos,curso preferido,pai,2,4,0,yes,yes,no,no,yes,yes,yes,no,2,2,2,1,1,3,6,9,11,11
150,Escola1,F,15,U,GT3,A,3,3,servicos,servicos,proximidade,mae,1,2,0,no,no,no,no,no,yes,no,yes,1,3,2,2,3,1,24,9,8,9
151,Escola1,M,16,U,GT3,T,4,4,servicos,servicos,curso preferido,mae,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,5,0,15,13,13
152,Escola1,M,16,U,LE3,T,2,2,servicos,servicos,reputacao,pai,2,1,0,no,yes,no,yes,yes,yes,yes,no,2,3,3,2,2,2,4,12,11,11
153,Escola1,F,15,U,GT3,T,4,4,professor,servicos,curso preferido,mae,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,5,2,13,13,13
154,Escola1,F,16,U,LE3,T,1,1,em_casa,em_casa,curso preferido,mae,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,4,10,11,11
155,Escola1,M,17,U,GT3,T,2,1,outro,outro,proximidade,mae,1,1,0,no,yes,no,no,yes,yes,yes,no,5,4,5,1,2,5,22,9,7,6
156,Escola1,F,15,U,GT3,T,1,1,outro,servicos,curso preferido,pai,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,5,0,12,12,12
157,Escola1,F,15,U,LE3,A,2,1,em_casa,outro,proximidade,mae,2,1,0,no,yes,no,yes,yes,no,yes,yes,4,4,2,1,1,5,0,11,10,10
158,Escola1,F,15,U,GT3,T,3,2,saude,servicos,proximidade,pai,1,2,1,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,3,2,11,11,11
159,Escola1,F,15,U,GT3,T,1,2,em_casa,outro,curso preferido,mae,1,2,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,5,6,13,12,13
160,Escola1,F,15,U,GT3,T,1,2,em_casa,servicos,curso preferido,pai,1,2,0,no,no,no,no,no,yes,no,yes,2,3,4,2,4,1,6,11,11,11
161,Escola1,M,16,U,GT3,T,4,4,professor,professor,curso preferido,mae,1,1,0,no,yes,no,no,yes,no,yes,yes,3,3,2,2,1,5,16,9,9,8
162,Escola1,M,15,U,LE3,A,2,1,servicos,outro,curso preferido,mae,4,1,0,no,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,0,12,11,11
163,Escola1,M,18,U,LE3,T,1,1,outro,outro,curso preferido,mae,1,1,2,no,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,0,11,9,0
164,Escola1,M,16,U,LE3,T,2,1,em_casa,outro,curso preferido,mae,1,1,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,9,10,10
165,Escola1,F,15,R,GT3,T,3,3,servicos,servicos,reputacao,outro,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,2,13,13,13
166,Escola1,M,19,U,GT3,T,3,2,servicos,em_casa,proximidade,mae,1,1,0,no,yes,no,no,yes,no,yes,yes,4,5,4,1,1,4,6,11,9,11
167,Escola1,F,17,U,GT3,T,4,4,outro,professor,curso preferido,mae,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0,13,13,13
168,Escola1,M,15,R,GT3,T,2,3,em_casa,servicos,curso preferido,mae,1,2,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,0,7,8,8
169,Escola1,M,17,R,LE3,T,1,2,outro,outro,reputacao,mae,1,1,3,no,no,no,no,yes,yes,no,no,2,2,2,3,3,5,14,9,8,10
170,Escola1,F,18,R,GT3,T,1,1,em_casa,outro,curso preferido,mae,3,1,3,no,yes,no,yes,no,yes,no,no,5,2,5,1,5,4,6,11,10,11
171,Escola1,M,16,R,GT3,T,2,2,em_casa,outro,curso preferido,mae,3,1,0,no,no,no,no,no,yes,no,no,4,2,2,1,2,3,4,12,10,11
172,Escola1,M,16,U,GT3,T,3,3,outro,servicos,curso preferido,pai,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,5,5,4,4,5,0,10,10,1
173,Escola1,M,16,U,LE3,T,1,2,saude,servicos,curso preferido,mae,2,1,2,no,no,no,no,no,yes,yes,no,4,4,5,3,5,5,0,9,8,10
174,Escola1,M,17,R,LE3,T,2,1,em_casa,outro,curso preferido,mae,2,1,1,no,no,yes,yes,yes,no,yes,yes,3,3,2,2,2,5,8,8,8,9
175,Escola1,M,17,R,GT3,T,3,2,outro,outro,curso preferido,mae,2,2,2,yes,yes,no,no,yes,yes,yes,yes,4,4,4,1,4,3,4,7,6,8
176,Escola1,M,15,U,LE3,T,1,2,outro,outro,curso preferido,mae,2,1,0,no,no,no,yes,yes,yes,no,no,4,4,4,2,4,5,2,8,9,10
177,Escola1,M,16,U,GT3,T,1,3,em_casa,servicos,curso preferido,pai,1,1,1,no,no,no,no,yes,no,yes,no,5,3,3,1,4,2,2,9,8,8
178,Escola1,M,17,R,LE3,T,1,1,outro,servicos,curso preferido,mae,4,2,0,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,8,8,8
179,Escola1,M,17,U,GT3,T,3,2,servicos,servicos,curso preferido,mae,2,1,3,no,yes,no,yes,no,no,no,no,4,5,2,1,1,2,10,8,7,8
180,Escola1,M,16,U,GT3,T,2,2,outro,outro,curso preferido,pai,1,2,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,0,9,10,11
181,Escola1,F,16,U,GT3,T,4,2,saude,servicos,proximidade,pai,1,2,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,1,3,0,17,17,18
182,Escola1,F,16,U,GT3,T,2,2,outro,outro,proximidade,mae,1,2,0,no,yes,no,no,no,yes,yes,no,5,1,5,1,1,4,0,12,12,13
183,Escola1,F,16,U,GT3,T,4,4,saude,saude,reputacao,mae,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,2,1,1,3,0,16,16,17
184,Escola1,M,16,U,GT3,T,3,4,outro,outro,curso preferido,pai,3,1,1,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,4,9,9,10
185,Escola1,M,16,U,GT3,T,1,0,outro,outro,reputacao,mae,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,1,3,0,16,17,18
186,Escola1,M,17,U,LE3,T,4,4,professor,outro,reputacao,mae,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,3,5,0,11,9,10
187,Escola1,F,16,U,GT3,T,1,3,em_casa,servicos,proximidade,mae,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0,14,13,13
188,Escola1,F,16,U,LE3,T,3,3,outro,outro,reputacao,mae,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,5,1,1,4,0,14,14,15
189,Escola1,M,17,U,LE3,T,4,3,professor,outro,curso preferido,mae,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,4,4,4,4,0,10,11,11
190,Escola1,F,16,U,GT3,T,2,2,servicos,outro,reputacao,mae,2,2,0,no,no,no,yes,no,yes,yes,no,3,4,4,1,4,5,0,13,12,14
191,Escola1,M,17,U,GT3,T,3,3,outro,outro,reputacao,pai,1,2,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4,11,9,10
192,Escola1,M,16,R,GT3,T,4,2,professor,servicos,outro,mae,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,8,10,9,11
193,Escola1,M,17,U,GT3,T,4,3,outro,outro,curso preferido,mae,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,11,11,13
194,Escola1,M,16,U,GT3,T,4,3,professor,outro,proximidade,mae,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,4,11,10,11
195,Escola1,M,16,U,GT3,T,3,3,servicos,outro,proximidade,mae,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,3,0,11,12,13
196,Escola1,F,17,U,GT3,T,2,4,servicos,servicos,reputacao,pai,1,2,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,17,18,17
197,Escola1,F,17,U,LE3,T,3,3,outro,outro,reputacao,mae,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,32,14,13,14
198,Escola1,F,16,U,GT3,T,3,2,outro,outro,reputacao,mae,1,2,0,no,yes,no,no,yes,yes,yes,no,1,2,2,1,2,1,8,14,15,16
199,Escola1,M,17,U,GT3,T,3,3,servicos,servicos,outro,mae,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,6,11,13,14
200,Escola1,M,16,U,GT3,T,1,2,servicos,servicos,outro,mae,1,1,0,no,yes,no,yes,yes,yes,yes,yes,3,3,3,1,2,3,0,10,9,11
201,Escola1,M,16,U,LE3,T,2,1,outro,outro,curso preferido,mae,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,13,14,16
202,Escola1,F,17,U,GT3,A,3,3,saude,outro,reputacao,mae,1,2,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,10,12,13,14
203,Escola1,M,17,R,GT3,T,1,2,em_casa,outro,proximidade,mae,1,2,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,6,9,9,10
204,Escola1,F,16,U,GT3,T,2,3,servicos,servicos,curso preferido,mae,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,6,12,12,13
205,Escola1,F,17,U,GT3,T,1,1,em_casa,servicos,curso preferido,mae,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,12,11,12
206,Escola1,M,17,U,GT3,T,1,2,em_casa,servicos,outro,outro,2,2,0,no,no,no,yes,no,yes,yes,no,4,4,4,4,5,5,16,10,11,12
207,Escola1,M,16,R,GT3,T,3,3,servicos,servicos,reputacao,mae,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,0,11,10,10
208,Escola1,M,16,U,GT3,T,2,3,outro,outro,proximidade,pai,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,13,12,12
209,Escola1,F,17,U,LE3,T,2,4,servicos,servicos,curso preferido,pai,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,8,14,15,16
210,Escola1,M,17,U,GT3,T,4,4,servicos,professor,proximidade,mae,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4,13,13,14
211,Escola1,M,16,R,LE3,T,3,3,professor,outro,proximidade,pai,3,1,0,no,yes,no,yes,yes,yes,yes,no,3,3,4,3,5,3,16,10,11,12
212,Escola1,F,17,U,GT3,T,4,4,servicos,professor,proximidade,mae,2,1,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,30,14,15,16
213,Escola1,F,16,U,LE3,T,4,4,professor,professor,reputacao,mae,1,2,0,no,yes,no,no,yes,yes,yes,no,4,5,2,1,2,3,0,11,10,11
214,Escola1,F,16,U,GT3,T,4,3,saude,outro,proximidade,mae,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,2,14,14,15
215,Escola1,F,16,U,GT3,T,2,3,outro,outro,reputacao,mae,1,2,0,yes,yes,no,yes,yes,yes,no,no,4,4,3,1,3,4,4,11,12,12
216,Escola1,F,17,U,GT3,T,1,1,outro,outro,curso preferido,mae,1,2,0,no,yes,no,no,no,yes,no,no,4,4,4,1,3,1,0,14,15,15
217,Escola1,F,17,R,GT3,T,2,2,outro,outro,reputacao,mae,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,21,13,13,13
218,Escola1,F,16,R,GT3,T,2,2,servicos,servicos,reputacao,mae,2,4,0,no,yes,no,yes,no,yes,yes,no,5,3,5,1,1,5,6,13,13,13
219,Escola1,F,17,U,GT3,T,3,4,em_casa,servicos,proximidade,mae,1,3,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,14,8,9,8
220,Escola1,F,16,U,GT3,A,3,1,servicos,outro,curso preferido,mae,1,2,0,no,yes,no,no,yes,yes,yes,no,2,3,3,2,2,4,2,11,11,12
221,Escola1,F,16,U,GT3,T,4,3,professor,outro,outro,mae,1,2,0,no,no,no,yes,yes,yes,yes,yes,1,3,2,1,1,1,4,14,15,15
222,Escola1,F,16,U,GT3,T,1,1,em_casa,outro,proximidade,mae,2,1,0,no,yes,no,no,yes,yes,no,no,4,3,2,1,4,5,2,12,13,13
223,Escola1,F,17,R,GT3,T,4,3,professor,outro,reputacao,mae,2,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,2,1,1,4,0,11,12,12
224,Escola1,F,19,U,GT3,T,3,3,outro,outro,reputacao,outro,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,2,3,4,12,12,12
225,Escola1,M,17,U,LE3,T,4,4,servicos,outro,proximidade,mae,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,3,5,4,5,3,15,13,12,12
226,Escola1,F,16,U,GT3,A,2,2,outro,outro,reputacao,mae,1,2,0,yes,yes,no,no,yes,yes,yes,no,3,3,4,1,1,4,0,13,13,13
227,Escola1,M,18,U,GT3,T,2,2,servicos,outro,proximidade,mae,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,2,4,5,10,12,11,11
228,Escola1,F,17,R,LE3,T,4,4,servicos,outro,outro,mae,1,1,0,no,yes,no,no,yes,yes,no,no,5,2,1,1,2,3,6,12,11,11
229,Escola1,F,17,U,LE3,T,3,2,outro,outro,reputacao,mae,2,2,0,no,no,no,no,yes,yes,yes,no,4,4,4,1,3,1,2,14,16,15
230,Escola1,F,17,U,GT3,T,4,3,outro,outro,reputacao,mae,1,2,0,no,no,no,no,yes,yes,yes,yes,3,4,5,2,4,1,16,11,9,10
231,Escola1,M,18,U,LE3,T,3,3,servicos,saude,proximidade,pai,1,2,0,no,yes,no,no,yes,yes,yes,no,3,2,4,2,4,4,10,10,10,10
232,Escola1,F,17,U,GT3,T,2,3,em_casa,outro,proximidade,pai,2,1,0,no,yes,no,no,yes,yes,no,no,3,3,3,1,4,3,4,12,13,13
233,Escola1,F,17,U,GT3,T,2,2,em_casa,em_casa,curso preferido,mae,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,4,0,12,12,13
234,Escola1,F,17,R,GT3,T,2,1,em_casa,servicos,reputacao,mae,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,0,11,10,11
235,Escola1,F,17,U,GT3,T,1,1,em_casa,outro,reputacao,mae,1,3,0,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,12,12,12,12
236,Escola1,F,16,U,GT3,T,2,3,servicos,professor,outro,mae,1,2,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,0,13,13,14
237,Escola1,M,18,U,GT3,T,2,2,outro,outro,proximidade,mae,2,2,3,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,4,9,10,9,10
238,Escola1,F,16,U,GT3,T,4,4,professor,servicos,proximidade,mae,1,3,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,4,15,16,16
239,Escola1,F,18,R,GT3,T,3,1,outro,outro,reputacao,mae,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,4,8,8,8
240,Escola1,F,17,U,GT3,T,3,2,outro,outro,curso preferido,mae,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,2,17,18,17
241,Escola1,M,17,U,LE3,T,2,3,servicos,servicos,reputacao,pai,1,2,0,no,yes,no,no,no,yes,yes,no,5,3,3,1,3,3,0,10,11,11
242,Escola1,M,18,U,LE3,T,2,1,em_casa,outro,curso preferido,mae,4,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,3,2,4,5,3,2,9,10,11
243,Escola1,F,17,U,GT3,A,2,1,outro,outro,curso preferido,mae,2,3,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,0,15,15,16
244,Escola1,F,17,U,LE3,T,4,3,saude,outro,reputacao,pai,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,0,14,12,12
245,Escola1,M,17,R,GT3,T,2,2,outro,outro,curso preferido,pai,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,5,2,1,1,1,0,12,13,13
246,Escola1,M,17,U,GT3,T,4,4,professor,professor,reputacao,mae,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,0,13,13,13
247,Escola1,M,16,U,GT3,T,4,4,saude,outro,reputacao,pai,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,4,2,4,1,0,13,13,14
248,Escola1,M,16,U,LE3,T,1,1,outro,outro,proximidade,mae,2,2,0,no,yes,no,no,yes,yes,yes,no,3,4,2,1,1,5,2,9,9,9
249,Escola1,M,16,U,GT3,T,3,2,em_casa,outro,reputacao,mae,2,3,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,0,12,12,12
250,Escola1,M,17,U,LE3,T,2,2,outro,outro,proximidade,pai,1,2,0,no,no,no,yes,no,yes,yes,yes,4,4,2,5,5,4,0,16,16,16
251,Escola1,F,16,U,GT3,T,2,1,outro,outro,proximidade,mae,1,1,0,no,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,4,9,10,10
252,Escola1,F,16,U,GT3,A,4,1,outro,outro,proximidade,mae,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,2,5,0,14,13,13
